Game_id,Team,Location,Team_Minutes,Final_Score,lead_changes,ties,largest_lead,Wins,Losses,full_timeouts,short_timeouts,date_est,Qtr_4_Score,L2M_Score
21000060,DEN,H,240,101,2,3,10,2,2,6,0,11/3/2010,80,99
21000061,TOR,A,240,108,0,0,2,1,3,5,1,11/3/2010,84,101
21000061,UTA,H,240,125,1,1,23,2,2,3,1,11/3/2010,91,118
21000062,PHX,H,240,110,11,9,6,1,3,5,3,11/3/2010,79,106
21000062,SAS,A,240,112,12,6,11,3,1,5,1,11/3/2010,81,105
21000063,GSW,H,240,115,3,3,18,3,1,4,2,11/3/2010,88,106
21000063,MEM,A,240,109,2,4,2,2,3,5,2,11/3/2010,83,97
21000064,LAC,H,240,107,3,2,22,1,4,5,1,11/3/2010,80,104
21000064,OKC,A,240,92,2,3,2,2,2,5,1,11/3/2010,66,85
21000065,LAL,A,240,112,3,0,20,5,0,4,0,11/3/2010,92,108
21000065,SAC,H,240,100,3,1,5,3,2,4,0,11/3/2010,78,94
21000066,CHI,H,240,112,1,4,5,2,2,4,1,11/4/2010,83,104
21000066,NYK,A,240,120,2,1,21,2,2,3,0,11/4/2010,93,116
21000067,POR,H,265,106,3,2,13,4,2,6,2,11/4/2010,81,98
21000067,OKC,A,265,107,3,7,7,3,2,6,2,11/4/2010,75,93
21000068,MIL,A,240,94,3,3,6,2,4,4,1,11/5/2010,70,90
21000068,IND,H,240,90,3,0,9,2,3,5,2,11/5/2010,76,85
21000069,BRK,A,240,90,3,3,10,2,3,5,2,11/5/2010,67,85
21000069,ORL,H,240,105,4,3,20,3,1,3,1,11/5/2010,80,97
21000070,CLE,A,240,123,2,1,19,2,3,5,0,11/5/2010,79,110
21000070,PHI,H,240,116,2,2,8,1,5,5,2,11/5/2010,84,105
21000071,DET,H,240,97,0,0,22,1,5,4,1,11/5/2010,72,88
21000071,CHA,A,240,90,0,1,0,1,4,5,2,11/5/2010,64,82
21000072,NYK,H,240,112,6,8,21,3,2,4,0,11/5/2010,81,106
21000072,WAS,A,240,91,5,5,4,1,3,4,1,11/5/2010,73,91
21000073,BOS,H,265,110,4,1,16,5,1,5,0,11/5/2010,72,96
21000073,CHI,A,265,105,4,3,4,2,3,6,2,11/5/2010,64,91
21000074,ATL,A,240,113,1,1,17,6,0,4,0,11/5/2010,83,105
21000074,MIN,H,240,103,0,0,4,1,5,5,2,11/5/2010,71,92
21000075,NOP,H,240,96,1,1,14,5,0,5,2,11/5/2010,72,88
21000075,MIA,A,240,93,1,2,1,4,2,5,3,11/5/2010,64,86
21000076,PHX,H,290,123,9,4,6,2,3,7,4,11/5/2010,70,91
21000076,MEM,A,290,118,8,6,18,2,4,8,5,11/5/2010,76,90
21000077,DEN,H,240,111,1,8,14,3,2,4,1,11/5/2010,82,107
21000077,LAC,A,240,104,0,0,10,1,5,4,2,11/5/2010,71,97
21000078,GSW,H,240,85,2,4,7,4,1,4,2,11/5/2010,60,77
21000078,UTA,A,240,78,1,3,7,2,3,5,1,11/5/2010,56,72
21000079,LAL,H,240,108,4,4,13,6,0,4,0,11/5/2010,82,101
21000079,TOR,A,240,103,3,2,5,1,4,5,2,11/5/2010,78,96
21000080,ORL,A,240,91,2,0,18,4,1,5,1,11/6/2010,73,87
21000080,CHA,H,240,88,2,2,3,1,5,4,1,11/6/2010,62,80
21000081,CLE,A,240,107,8,5,11,3,3,4,0,11/6/2010,76,97
21000081,WAS,H,240,102,8,7,7,1,4,5,2,11/6/2010,76,95
21000082,MIA,H,240,101,2,2,21,5,2,4,1,11/6/2010,87,99
21000082,BRK,A,240,89,2,1,7,2,4,4,2,11/6/2010,68,85
21000083,NOP,A,240,87,1,0,13,6,0,4,0,11/6/2010,65,84
21000083,MIL,H,240,81,1,4,7,2,5,5,1,11/6/2010,54,79
21000084,HOU,A,265,121,6,6,6,0,5,6,4,11/6/2010,84,110
21000084,SAS,H,265,124,6,5,14,4,1,5,1,11/6/2010,91,107
21000085,DAL,H,240,92,3,4,6,3,2,4,1,11/6/2010,79,89
21000085,DEN,A,240,103,4,5,13,4,2,4,0,11/6/2010,79,98
21000086,LAC,A,290,107,2,5,18,1,6,8,5,11/6/2010,73,84
21000086,UTA,H,290,109,3,4,7,3,3,4,2,11/6/2010,70,89
21000087,POR,H,240,97,1,0,23,5,2,4,1,11/6/2010,73,95
21000087,TOR,A,240,84,1,3,1,1,5,5,1,11/6/2010,59,74
21000088,SAC,H,240,91,1,3,2,3,3,5,1,11/6/2010,67,87
21000088,MEM,A,240,100,1,3,16,3,4,5,1,11/6/2010,80,97
21000089,NYK,H,240,96,7,4,9,3,3,6,0,11/7/2010,81,94
21000089,PHI,A,240,106,8,6,10,2,5,3,0,11/7/2010,80,102
21000090,ATL,H,240,114,2,9,3,6,1,5,2,11/7/2010,88,106
21000090,PHX,A,240,118,2,3,18,3,3,5,2,11/7/2010,90,108
21000091,GSW,A,240,97,7,4,9,4,2,4,3,11/7/2010,76,95
21000091,DET,H,240,102,8,5,5,2,5,4,1,11/7/2010,73,98
21000092,HOU,H,240,120,3,0,34,1,5,4,0,11/7/2010,97,116
21000092,MIN,A,240,94,2,0,3,1,6,4,0,11/7/2010,67,85
21000093,BOS,A,240,92,1,3,22,6,1,3,0,11/7/2010,73,92
21000093,OKC,H,240,83,1,1,3,3,3,5,0,11/7/2010,64,78
21000094,LAL,H,240,121,3,0,29,7,0,4,0,11/7/2010,89,112
21000094,POR,A,240,96,2,0,2,5,3,4,0,11/7/2010,64,90
21000095,SAS,A,240,95,1,1,9,5,1,5,1,11/8/2010,71,93
21000095,CHA,H,240,91,1,3,10,1,6,5,2,11/8/2010,69,84
21000096,ATL,A,240,89,6,5,13,6,2,5,2,11/8/2010,70,84
21000096,ORL,H,240,93,6,3,9,5,1,4,0,11/8/2010,72,86
21000097,GSW,A,240,109,1,2,20,5,2,4,2,11/8/2010,84,107
21000097,TOR,H,240,102,0,0,8,1,6,5,1,11/8/2010,72,97
21000098,CHI,H,240,94,3,2,11,3,3,5,2,11/8/2010,68,88
21000098,DEN,A,240,92,3,6,11,4,3,5,2,11/8/2010,70,84
21000099,PHX,A,240,99,1,3,1,3,4,6,1,11/8/2010,75,95
21000099,MEM,H,240,109,1,0,18,4,4,4,1,11/8/2010,88,107
21000100,BOS,A,240,87,3,3,6,6,2,5,2,11/8/2010,69,85
21000100,DAL,H,240,89,4,5,14,4,2,4,1,11/8/2010,70,82
21000101,DEN,A,240,113,2,4,1,4,4,4,1,11/9/2010,76,104
21000101,IND,H,240,144,2,0,39,3,3,4,0,11/9/2010,113,137
21000102,CLE,A,240,93,2,3,10,4,3,3,0,11/9/2010,63,86
21000102,BRK,H,240,91,2,1,9,2,5,6,2,11/9/2010,65,82
21000103,MIA,H,265,114,4,3,22,5,3,6,3,11/9/2010,75,92
21000103,UTA,A,265,116,4,3,3,4,3,5,3,11/9/2010,62,88
21000104,MIL,H,240,107,1,3,30,3,5,4,1,11/9/2010,90,102
21000104,NYK,A,240,80,0,1,4,3,4,4,2,11/9/2010,67,77
21000105,NOP,H,240,101,1,0,21,7,0,3,0,11/9/2010,70,95
21000105,LAC,A,240,82,0,0,2,1,7,6,1,11/9/2010,60,77
21000106,POR,H,240,100,1,0,25,6,3,4,0,11/9/2010,74,97
21000106,DET,A,240,78,1,0,1,2,6,4,2,11/9/2010,63,74
21000107,LAL,H,240,99,8,3,11,8,0,4,1,11/9/2010,82,96
21000107,MIN,A,240,94,8,7,4,1,7,5,2,11/9/2010,74,89
21000108,ATL,H,240,91,1,0,13,6,3,4,2,11/10/2010,59,89
21000108,MIL,A,240,108,1,0,30,4,5,4,1,11/10/2010,88,106
21000109,ORL,H,240,94,5,2,18,5,2,5,1,11/10/2010,74,90
21000109,UTA,A,240,104,5,4,11,5,3,4,0,11/10/2010,65,94
21000110,TOR,H,240,96,4,8,8,1,7,5,2,11/10/2010,74,91
21000110,CHA,A,240,101,4,1,6,2,6,4,1,11/10/2010,69,93
21000111,HOU,A,240,91,2,1,2,1,6,5,1,11/10/2010,72,85
21000111,WAS,H,240,98,3,2,11,2,4,4,1,11/10/2010,73,90
21000112,CLE,H,240,87,4,1,12,4,4,6,1,11/10/2010,69,81
21000112,BRK,A,240,95,5,3,8,3,5,4,2,11/10/2010,67,88
21000113,GSW,A,240,122,5,4,19,6,2,5,2,11/10/2010,89,111
21000113,NYK,H,240,117,5,7,7,3,5,5,2,11/10/2010,81,113
21000114,DAL,A,240,106,1,1,21,5,2,4,1,11/10/2010,86,102
21000114,MEM,H,240,91,0,0,2,4,5,6,1,11/10/2010,69,88
21000115,PHI,A,240,103,2,7,4,2,6,5,3,11/10/2010,74,96
21000115,OKC,H,240,109,2,1,14,4,3,4,3,11/10/2010,85,101
21000116,LAC,A,240,95,2,1,1,1,8,5,1,11/10/2010,65,90
21000116,SAS,H,240,107,2,0,15,6,1,4,0,11/10/2010,79,99
21000117,MIN,A,240,98,3,4,9,2,7,4,0,11/10/2010,74,94
21000117,SAC,H,240,89,2,5,4,3,4,5,1,11/10/2010,72,87
21000118,BOS,A,240,112,0,0,20,7,2,5,2,11/11/2010,88,110
21000118,MIA,H,240,107,0,1,0,5,4,6,2,11/11/2010,78,101
21000119,CHI,H,240,120,2,2,35,4,3,4,0,11/11/2010,94,118
21000119,GSW,A,240,90,2,2,2,6,3,4,1,11/11/2010,63,85
21000120,DEN,H,240,118,7,7,9,5,4,4,0,11/11/2010,85,114
21000120,LAL,A,240,112,7,5,14,8,1,4,1,11/11/2010,93,107
21000121,ATL,H,240,86,6,1,11,6,4,5,2,11/12/2010,69,86
21000121,UTA,A,240,90,7,5,4,6,3,4,2,11/12/2010,63,84
21000122,HOU,A,240,102,9,7,10,2,6,5,0,11/12/2010,78,100
21000122,IND,H,240,99,8,9,5,3,4,6,2,11/12/2010,78,97
21000123,ORL,H,240,106,13,8,4,5,3,5,3,11/12/2010,82,98
21000123,TOR,A,240,110,14,9,10,2,7,6,1,11/12/2010,89,102
21000124,WAS,H,240,85,4,0,9,2,5,6,0,11/12/2010,65,83
21000124,CHA,A,240,93,4,2,10,3,6,3,1,11/12/2010,68,89
21000125,MIN,H,240,112,3,2,12,3,7,4,1,11/12/2010,80,106
21000125,NYK,A,240,103,3,3,21,3,6,4,1,11/12/2010,87,99
21000126,DAL,H,240,99,1,0,14,6,2,4,0,11/12/2010,78,97
21000126,PHI,A,240,90,1,8,3,2,7,4,1,11/12/2010,75,86
21000127,PHX,H,240,103,2,5,14,4,4,4,0,11/12/2010,77,99
21000127,SAC,A,240,89,1,1,4,3,5,4,0,11/12/2010,68,85
21000128,POR,A,240,108,8,9,9,6,4,5,3,11/12/2010,87,100
21000128,OKC,H,240,110,8,5,5,5,3,5,2,11/12/2010,84,103
21000129,LAC,H,265,107,4,8,4,1,9,6,4,11/12/2010,74,97
21000129,DET,A,265,113,4,9,14,3,6,6,2,11/12/2010,74,94
21000130,UTA,A,240,96,2,1,1,7,3,4,0,11/13/2010,63,92
21000130,CHA,H,240,95,1,1,19,3,7,5,2,11/13/2010,73,93
21000131,BRK,H,240,90,8,11,2,3,6,5,3,11/13/2010,69,83
21000131,ORL,A,240,91,8,2,12,6,3,5,3,11/13/2010,68,85
21000132,CLE,H,240,85,5,5,6,4,5,4,0,11/13/2010,68,84
21000132,IND,A,240,99,5,2,15,4,4,4,0,11/13/2010,73,97
21000133,MIA,H,240,109,0,0,18,6,4,4,1,11/13/2010,83,105
21000133,TOR,A,240,100,0,0,0,2,8,5,0,11/13/2010,73,93
21000134,CHI,H,240,103,3,2,18,5,3,4,0,11/13/2010,72,93
21000134,WAS,A,240,96,3,1,3,2,6,6,2,11/13/2010,58,85
21000135,BOS,A,265,116,6,4,11,8,2,5,0,11/13/2010,73,97
21000135,MEM,H,265,110,5,10,3,4,6,6,4,11/13/2010,73,94
21000136,NOP,H,240,107,0,0,20,8,0,5,0,11/13/2010,75,99
21000136,POR,A,240,87,0,0,0,6,5,4,1,11/13/2010,66,87
21000137,GSW,A,240,72,0,0,0,6,4,5,1,11/13/2010,51,70
21000137,MIL,H,240,79,0,0,18,5,5,4,0,11/13/2010,66,75
21000138,PHI,A,240,93,0,0,4,2,8,4,2,11/13/2010,64,88
21000138,SAS,H,240,116,1,1,32,7,1,4,1,11/13/2010,96,113
21000139,ATL,H,240,111,4,1,17,7,4,4,1,11/14/2010,83,103
21000139,MIN,A,240,105,3,1,10,3,8,5,2,11/14/2010,72,94
21000140,SAC,H,240,94,0,6,4,3,6,5,1,11/14/2010,72,90
21000140,DET,A,240,100,1,1,9,4,6,4,0,11/14/2010,75,94
21000141,SAS,A,240,117,3,3,16,8,1,4,0,11/14/2010,82,112
21000141,OKC,H,240,104,2,1,12,5,4,5,1,11/14/2010,80,101
21000142,HOU,A,240,104,7,7,19,3,6,4,1,11/14/2010,84,100
21000142,NYK,H,240,96,6,3,4,3,7,4,1,11/14/2010,75,87
21000143,LAL,H,240,116,4,1,6,8,2,5,0,11/14/2010,84,104
21000143,PHX,A,240,121,5,4,13,5,4,5,2,11/14/2010,92,109
21000144,MIN,A,240,110,13,2,9,3,9,5,2,11/15/2010,81,107
21000144,CHA,H,240,113,14,10,8,4,7,4,2,11/15/2010,84,99
21000145,ORL,H,240,89,0,0,17,7,3,4,0,11/15/2010,69,85
21000145,MEM,A,240,72,0,0,0,4,7,4,0,11/15/2010,56,70
21000146,NOP,A,240,95,1,5,11,8,1,6,0,11/15/2010,76,90
21000146,DAL,H,240,98,1,2,8,7,2,5,1,11/15/2010,69,93
21000147,DEN,A,240,94,1,2,15,5,5,5,1,11/15/2010,76,92
21000147,PHX,H,240,100,2,3,9,6,4,3,0,11/15/2010,69,98
21000148,OKC,A,240,115,3,4,13,6,4,4,2,11/15/2010,93,107
21000148,UTA,H,240,108,2,2,12,7,4,4,2,11/15/2010,85,101
21000149,GSW,H,240,101,3,5,32,7,4,6,0,11/15/2010,87,98
21000149,DET,A,240,97,2,2,3,4,7,5,2,11/15/2010,69,94
21000150,LAC,H,240,96,1,1,3,1,10,6,0,11/15/2010,70,90
21000150,BRK,A,240,110,2,4,14,4,6,5,2,11/15/2010,76,100
21000151,CLE,H,240,101,6,5,13,5,5,4,0,11/16/2010,80,98
21000151,PHI,A,240,93,6,5,5,2,9,4,0,11/16/2010,70,88
21000152,ATL,A,240,102,1,1,13,8,4,4,0,11/16/2010,77,97
21000152,IND,H,240,92,1,1,7,4,5,4,3,11/16/2010,65,88
21000153,TOR,A,240,94,1,2,2,2,9,4,1,11/16/2010,68,88
21000153,WAS,H,240,109,1,1,24,3,6,4,1,11/16/2010,90,107
21000154,POR,A,240,100,11,4,7,7,5,5,2,11/16/2010,71,93
21000154,MEM,H,240,99,11,6,2,4,8,5,3,11/16/2010,70,90
21000155,LAL,A,240,118,12,10,14,9,2,4,0,11/16/2010,90,112
21000155,MIL,H,240,107,12,8,7,5,6,5,1,11/16/2010,81,104
21000156,CHI,A,240,95,7,2,10,6,3,5,2,11/16/2010,63,89
21000156,HOU,H,240,92,6,3,9,3,7,5,2,11/16/2010,71,84
21000157,DEN,H,240,120,0,0,16,6,5,4,0,11/16/2010,94,113
21000157,NYK,A,240,118,0,3,0,3,8,4,3,11/16/2010,82,109
21000158,MIA,H,240,123,2,0,33,7,4,5,0,11/17/2010,100,118
21000158,PHX,A,240,96,2,0,1,6,5,4,2,11/17/2010,73,94
21000159,PHI,H,240,86,12,2,7,2,10,5,2,11/17/2010,71,85
21000159,TOR,A,240,94,13,7,8,3,9,4,1,11/17/2010,69,87
21000160,BOS,H,240,114,3,1,37,9,2,4,1,11/17/2010,89,112
21000160,WAS,A,240,83,3,0,3,3,7,4,2,11/17/2010,69,77
21000161,LAL,A,240,103,1,0,26,10,2,4,0,11/17/2010,84,97
21000161,DET,H,240,90,1,0,1,4,8,4,1,11/17/2010,63,84
21000162,LAC,A,240,111,8,9,6,1,11,5,0,11/17/2010,85,109
21000162,MIN,H,240,113,8,9,8,4,9,5,2,11/17/2010,88,109
21000163,NOP,H,240,99,2,0,10,9,1,4,1,11/17/2010,75,97
21000163,DAL,A,240,97,1,1,11,7,3,6,2,11/17/2010,69,91
21000164,HOU,A,240,99,0,1,2,3,8,4,1,11/17/2010,79,95
21000164,OKC,H,240,116,1,1,21,7,4,4,1,11/17/2010,94,112
21000165,BRK,A,240,88,4,5,5,4,7,5,3,11/17/2010,70,86
21000165,UTA,H,240,98,5,4,13,8,4,4,0,11/17/2010,77,93
21000166,CHI,A,240,94,2,2,17,6,4,6,1,11/17/2010,59,88
21000166,SAS,H,240,103,2,6,18,9,1,4,2,11/17/2010,74,97
21000167,NYK,A,240,113,1,1,14,4,8,5,0,11/17/2010,83,103
21000167,SAC,H,240,106,0,1,15,3,7,6,1,11/17/2010,74,99
21000168,LAC,A,240,80,0,0,7,1,12,5,0,11/18/2010,59,76
21000168,IND,H,240,107,1,4,29,5,5,4,0,11/18/2010,80,101
21000169,ORL,H,240,105,3,0,32,8,3,4,0,11/18/2010,91,101
21000169,PHX,A,240,89,2,1,2,6,6,4,0,11/18/2010,59,82
21000170,DEN,A,240,83,2,3,12,6,6,5,0,11/18/2010,71,80
21000170,POR,H,240,86,3,4,7,8,5,5,2,11/18/2010,69,84
21000171,BOS,H,240,84,3,3,4,9,3,5,3,11/19/2010,69,81
21000171,OKC,A,240,89,3,5,10,8,4,4,2,11/19/2010,77,85
21000172,MIL,A,240,79,2,3,5,5,7,4,1,11/19/2010,59,79
21000172,PHI,H,240,90,3,2,18,3,10,4,1,11/19/2010,72,87
21000173,HOU,A,240,96,6,2,6,3,9,5,1,11/19/2010,74,94
21000173,TOR,H,240,106,7,3,13,4,9,4,1,11/19/2010,75,98
21000174,MEM,A,240,86,4,3,8,4,9,5,0,11/19/2010,68,81
21000174,WAS,H,240,89,4,7,9,4,7,5,0,11/19/2010,66,85
21000175,MIA,H,240,95,2,2,21,8,4,5,1,11/19/2010,75,86
21000175,CHA,A,240,87,2,3,2,4,8,6,1,11/19/2010,68,83
21000176,LAL,A,240,112,2,2,25,11,2,4,0,11/19/2010,84,112
21000176,MIN,H,240,95,2,4,3,4,10,4,0,11/19/2010,71,90
21000177,CLE,A,240,101,6,3,5,5,6,4,2,11/19/2010,68,92
21000177,NOP,H,240,108,6,2,19,10,1,5,1,11/19/2010,81,100
21000178,SAS,A,240,94,0,0,15,10,1,5,0,11/19/2010,70,91
